slug,name,team,pos,overall,height,height_in,weight_lbs,wingspan,wingspan_in,Outside Scoring,Inside Scoring,Playmaking,Athleticism,Defense,Rebounding,Intangibles,Close Shot,Free Throw,Mid-Range Shot,Offensive Consistency,Shot IQ,Three-Point Shot,Draw Foul,Driving Dunk,Hands,Layup,Post Control,Post Fade,Post Hook,Standing Dunk,Ball Handle,Pass Accuracy,Pass IQ,Pass Vision,Speed with Ball,Agility,Hustle,Overall Durability,Speed,Stamina,Strength,Vertical,Block,Defensive Consistency,Help Defense IQ,Interior Defense,Pass Perception,Perimeter Defense,Steal,Defensive Rebound,Offensive Rebound,badge: Deadeye,badge: Limitless Range,badge: Mini Marksman,badge: Set Shot Specialist,badge: Shifty Shooter,badge: Aerial Wizard,badge: Float Game,badge: Hook Specialist,badge: Layup Mixmaster,badge: Paint Prodigy,badge: Physical Finisher,badge: Post Fade Phenom,badge: Post Powerhouse,badge: Post-Up Poet,badge: Posterizer,badge: Rise Up,badge: Ankle Assassin,badge: Bail Out,badge: Break Starter,badge: Dimer,badge: Handles For Days,badge: Lightning Launch,badge: Strong Handle,badge: Unpluckable,badge: Versatile Visionary,badge: Challenger,badge: Glove,badge: High-Flying Denier,badge: Immovable Enforcer,badge: Interceptor,badge: Off-Ball Pest,badge: On-Ball Menace,badge: Paint Patroller,badge: Pick Dodger,badge: Post Lockdown,badge: Boxout Beast,badge: Rebound Chaser,badge: Brick Wall,badge: Pogo Stick,badge: Slippery Off-Ball,classic_team,base_team,season,era_tag
craig-hodges-1984-85-milwaukee-bucks,Craig Hodges,1984-85 Milwaukee Bucks,PG / SG,73,"6'2""",74,190,"6'5""",77,77.0,40.0,74.0,69.0,49.0,39.0,75.0,71,81,77,70,78,84,50,25,75,68,25,29,25,25,79,75,72,67,76,78,77,79,73,85,30,60,25,50,61,31,45,64,64,37,41,-,Bronze,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,1984-85 Milwaukee Bucks,Milwaukee Bucks,1984-85,'85
kenny-fields-1984-85-milwaukee-bucks,Kenny Fields,1984-85 Milwaukee Bucks,SF,70,"6'5""",77,220,"6'10""",82,62.0,47.0,58.0,74.0,52.0,61.0,98.0,65,75,67,40,77,45,50,40,70,64,44,51,35,25,60,55,46,60,69,72,81,81,71,92,42,79,47,55,49,49,56,71,40,62,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1984-85 Milwaukee Bucks,Milwaukee Bucks,1984-85,'85
paul-mokeski-1984-85-milwaukee-bucks,Paul Mokeski,1984-85 Milwaukee Bucks,C / PF,65,"7'0""",84,250,"7'4""",88,59.0,46.0,39.0,50.0,56.0,71.0,85.0,60,69,58,60,65,43,60,40,50,27,59,55,40,35,31,50,55,35,25,25,65,78,25,60,72,28,52,60,70,72,58,25,56,79,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1984-85 Milwaukee Bucks,Milwaukee Bucks,1984-85,'85
michael-jordan-1985-86-chicago-bulls,Michael Jordan,1985-86 Chicago Bulls,SG / SF,90,"6'6""",78,195,"6'11""",83,80.0,82.0,79.0,87.0,82.0,52.0,50.0,91,84,75,97,75,60,93,98,98,97,68,90,40,75,88,78,74,70,86,89,86,88,92,99,54,98,67,90,90,61,88,89,92,51,52,-,Silver,-,Gold,Gold,Gold,Gold,-,Gold,-,Silver,Silver,-,-,HOF,-,Silver,Gold,Bronze,-,-,Silver,Gold,Gold,Bronze,Silver,Silver,Bronze,Silver,Silver,Gold,Silver,-,Gold,-,-,-,-,Silver,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
george-gervin-1985-86-chicago-bulls,George Gervin,1985-86 Chicago Bulls,SF / SG,82,"6'7""",79,185,"6'10""",82,80.0,76.0,65.0,76.0,63.0,45.0,85.0,83,87,79,80,85,65,75,86,88,97,81,66,51,60,75,64,68,49,70,76,80,79,74,90,45,90,40,70,78,50,70,76,58,44,45,-,-,-,-,-,-,Silver,-,Gold,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
charles-oakley-1985-86-chicago-bulls,Charles Oakley,1985-86 Chicago Bulls,PF / C,81,"6'9""",81,225,"7'0""",84,63.0,63.0,52.0,73.0,72.0,94.0,80.0,64,66,55,67,80,48,80,65,98,48,55,45,45,69,29,55,60,41,74,36,86,89,79,75,87,58,50,95,89,89,80,36,63,95,92,-,-,-,Silver,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,Gold,Gold,Gold,Gold,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
sidney-green-1985-86-chicago-bulls,Sidney Green,1985-86 Chicago Bulls,PF / C,79,"6'9""",81,220,"7'0""",84,70.0,72.0,42.0,71.0,63.0,84.0,98.0,75,78,72,80,85,31,74,67,75,49,76,74,76,85,32,49,45,36,49,43,66,79,66,88,79,75,47,70,75,79,68,43,61,83,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
gene-banks-1985-86-chicago-bulls,Gene Banks,1985-86 Chicago Bulls,SF,75,"6'7""",79,215,"6'11""",83,68.0,72.0,66.0,78.0,61.0,70.0,60.0,73,74,70,80,60,48,67,80,62,77,73,73,73,70,67,75,77,45,64,70,91,77,68,95,70,75,37,65,69,69,68,68,53,74,66,-,-,-,-,-,-,Bronze,-,-,-,Bronze,Bronze,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
kyle-macy-1985-86-chicago-bulls,Kyle Macy,1985-86 Chicago Bulls,PG / SG,72,"6'3""",75,175,"6'6""",78,75.0,38.0,75.0,69.0,55.0,38.0,60.0,72,81,74,65,75,85,41,25,73,60,25,29,25,25,77,79,77,72,72,81,70,80,73,85,36,57,32,60,74,25,60,70,62,41,34,-,-,Silver,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
mike-holton-1985-86-chicago-bulls,Mike Holton,1985-86 Chicago Bulls,PG,71,"6'4""",76,185,"6'7""",79,61.0,42.0,71.0,75.0,66.0,38.0,60.0,61,63,62,55,84,39,54,25,74,66,25,40,27,25,71,63,77,69,73,70,89,82,75,96,40,72,30,85,84,45,82,84,55,39,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
john-paxson-1985-86-chicago-bulls,John Paxson,1985-86 Chicago Bulls,PG / SG,70,"6'2""",74,185,"6'5""",77,73.0,41.0,76.0,75.0,52.0,35.0,60.0,66,80,80,66,70,75,53,25,82,60,25,29,25,25,78,79,75,71,75,75,91,87,67,90,55,60,27,65,62,35,54,60,63,39,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
dave-corzine-1985-86-chicago-bulls,Dave Corzine,1985-86 Chicago Bulls,C / PF,69,"6'11""",83,250,"7'3""",87,65.0,59.0,42.0,50.0,57.0,72.0,68.0,67,74,65,65,69,51,68,42,74,42,59,63,63,64,28,55,58,45,25,25,50,78,25,70,70,30,57,65,70,70,59,25,56,78,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,-,-,1985-86 Chicago Bulls,Chicago Bulls,1985-86,'86
michael-jordan-1992-93-chicago-bulls,Michael Jordan,1992-93 Chicago Bulls,SG / SF,99,"6'6""",78,195,"6'11""",83,92.0,84.0,86.0,91.0,88.0,61.0,90.0,98,83,99,98,98,78,80,97,98,98,96,95,40,70,88,82,94,79,86,98,94,96,85,99,68,96,59,98,99,70,99,98,91,63,58,Gold,HOF,-,Gold,Gold,Gold,Gold,-,HOF,-,Silver,Silver,-,Silver,HOF,-,Silver,Bronze,Silver,Gold,-,Silver,Gold,Gold,Gold,HOF,HOF,Gold,Gold,Gold,HOF,HOF,-,Gold,-,-,-,-,Gold,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
scottie-pippen-1992-93-chicago-bulls,Scottie Pippen,1992-93 Chicago Bulls,SF / SG,92,"6'8""",80,210,"7'0""",84,80.0,82.0,82.0,90.0,85.0,74.0,75.0,85,66,84,95,80,70,88,95,98,88,70,80,70,65,77,86,88,77,84,97,98,88,88,98,77,86,61,98,94,64,95,97,83,77,71,Silver,-,-,Silver,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,Bronze,Gold,Gold,Gold,Gold,Gold,Gold,Gold,-,Gold,-,-,Bronze,-,Gold,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
horace-grant-1992-93-chicago-bulls,Horace Grant,1992-93 Chicago Bulls,PF / C,82,"6'10""",82,215,"7'2""",86,67.0,73.0,45.0,71.0,73.0,78.0,98.0,73,61,78,75,70,45,68,64,87,55,75,75,75,84,36,49,52,40,49,42,82,83,66,85,81,60,62,95,88,92,70,42,63,67,89,-,-,-,Silver,-,Silver,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,Gold,Bronze,Bronze,Gold,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
bj-armstrong-1992-93-chicago-bulls,B.J. Armstrong,1992-93 Chicago Bulls,PG / SG,79,"6'2""",74,175,"6'5""",77,85.0,42.0,80.0,72.0,48.0,35.0,80.0,82,86,88,85,80,90,54,25,78,72,25,29,25,25,86,84,82,67,82,78,75,82,82,90,37,63,30,65,64,25,25,65,61,39,31,-,Silver,Gold,Gold,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
rodney-mccray-1992-93-chicago-bulls,Rodney McCray,1992-93 Chicago Bulls,SF / PF,75,"6'7""",79,220,"6'10""",82,65.0,58.0,51.0,70.0,74.0,55.0,70.0,69,69,64,55,70,60,49,60,85,64,50,60,50,45,62,55,52,40,47,82,75,79,50,74,75,57,50,85,81,82,80,82,55,56,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,Bronze,-,-,Bronze,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
bill-cartwright-1992-93-chicago-bulls,Bill Cartwright,1992-93 Chicago Bulls,C / PF,74,"7'1""",85,245,"7'6""",90,64.0,60.0,39.0,54.0,62.0,62.0,95.0,74,73,52,75,83,25,62,40,80,34,74,74,65,50,32,44,46,36,35,25,55,76,47,66,79,30,37,82,83,79,74,25,56,62,62,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,Silver,-,-,Silver,Gold,Gold,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
stacey-king-1992-93-chicago-bulls,Stacey King,1992-93 Chicago Bulls,C,73,"6'11""",83,230,"7'2""",86,64.0,66.0,39.0,73.0,65.0,78.0,50.0,84,70,74,40,60,58,50,60,58,65,75,68,72,80,35,40,64,31,25,49,75,84,64,85,80,74,75,60,78,75,60,49,58,73,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,Bronze,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
will-perdue-1992-93-chicago-bulls,Will Perdue,1992-93 Chicago Bulls,C / PF,73,"7'0""",84,240,"7'4""",88,61.0,62.0,37.0,53.0,61.0,79.0,98.0,76,60,38,65,98,26,69,40,57,55,74,60,71,70,25,47,47,40,25,25,65,80,25,68,78,32,76,65,68,75,63,25,58,81,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
trent-tucker-1992-93-chicago-bulls,Trent Tucker,1992-93 Chicago Bulls,SG,73,"6'5""",77,193,"6'9""",81,76.0,53.0,67.0,69.0,58.0,46.0,80.0,72,75,76,70,80,82,26,60,80,71,52,54,52,25,73,69,68,64,62,66,73,81,64,84,43,69,35,60,64,59,60,65,64,46,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
scott-williams-1992-93-chicago-bulls,Scott Williams,1992-93 Chicago Bulls,PF / C,73,"6'10""",82,230,"7'2""",86,59.0,57.0,34.0,63.0,69.0,87.0,80.0,61,71,65,50,80,26,66,40,98,32,44,55,40,77,35,39,39,32,25,25,98,77,25,98,75,42,72,75,70,75,77,44,67,85,88,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
john-paxson-1992-93-chicago-bulls,John Paxson,1992-93 Chicago Bulls,PG / SG,72,"6'2""",74,185,"6'5""",77,77.0,38.0,72.0,71.0,53.0,33.0,50.0,68,85,83,75,60,88,33,25,79,66,25,29,25,25,78,74,74,65,71,75,81,79,74,86,54,50,27,65,67,35,55,60,64,36,30,-,-,Gold,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
darrell-walker-1992-93-chicago-bulls,Darrell Walker,1992-93 Chicago Bulls,PG,67,"6'4""",76,180,"6'5""",77,60.0,48.0,75.0,73.0,48.0,39.0,60.0,72,60,69,50,65,42,35,70,80,74,25,43,32,25,76,74,75,69,83,69,77,75,83,85,50,74,35,45,54,27,49,62,63,43,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
ed-nealy-1992-93-chicago-bulls,Ed Nealy,1992-93 Chicago Bulls,PF / SF,66,"6'7""",79,238,"6'10""",82,69.0,46.0,34.0,56.0,61.0,60.0,64.0,63,75,55,70,78,70,37,40,85,42,48,40,40,39,38,35,39,31,25,27,95,78,25,65,70,30,35,75,78,75,70,27,64,73,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Chicago Bulls,Chicago Bulls,1992-93,'93
michael-jordan-1988-89-chicago-bulls,Michael Jordan,1988-89 Chicago Bulls,SG / SF,97,"6'6""",78,195,"6'11""",83,89.0,84.0,85.0,90.0,84.0,68.0,80.0,94,84,92,98,95,70,92,98,98,96,75,85,55,75,85,88,88,79,84,98,98,96,87,99,57,98,51,95,92,68,94,98,90,68,67,HOF,Silver,-,Gold,Gold,Gold,Gold,-,Gold,-,Silver,Silver,-,Silver,HOF,-,Silver,Bronze,Silver,Gold,-,-,Gold,Gold,Gold,Gold,Gold,Bronze,Gold,Gold,Gold,Gold,-,Gold,-,-,-,-,Gold,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
scottie-pippen-1988-89-chicago-bulls,Scottie Pippen,1988-89 Chicago Bulls,SF / SG,82,"6'8""",80,220,"7'0""",84,70.0,72.0,72.0,82.0,75.0,60.0,60.0,75,66,70,75,70,66,71,95,70,84,55,75,55,70,77,70,69,60,84,90,86,85,89,85,55,82,55,85,79,55,83,86,83,62,58,-,-,-,-,-,Gold,-,-,Bronze,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,Bronze,Gold,Gold,Bronze,Bronze,Silver,-,Bronze,-,Silver,-,-,-,-,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
horace-grant-1988-89-chicago-bulls,Horace Grant,1988-89 Chicago Bulls,PF / C,81,"6'10""",82,215,"7'2""",86,68.0,71.0,39.0,69.0,77.0,74.0,90.0,73,70,73,80,80,34,60,66,82,55,79,70,70,88,34,52,50,35,25,43,89,86,40,85,75,62,52,95,91,89,88,63,61,77,71,-,-,-,Silver,-,Silver,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,Gold,-,-,Gold,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
bill-cartwright-1988-89-chicago-bulls,Bill Cartwright,1988-89 Chicago Bulls,C / PF,75,"7'1""",85,245,"7'6""",90,65.0,64.0,35.0,58.0,62.0,66.0,90.0,74,76,52,80,85,25,72,40,85,32,74,74,65,70,26,40,40,30,40,25,60,79,54,78,75,35,51,80,83,75,75,25,45,69,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,Silver,-,-,Silver,Gold,Gold,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
craig-hodges-1988-89-chicago-bulls,Craig Hodges,1988-89 Chicago Bulls,PG / SG,75,"6'2""",74,190,"6'5""",77,80.0,40.0,72.0,69.0,50.0,38.0,80.0,72,84,78,80,76,92,49,25,75,67,25,29,25,25,79,70,72,65,75,75,77,79,75,84,30,60,30,60,58,30,48,60,63,40,36,-,Silver,Gold,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
john-paxson-1988-89-chicago-bulls,John Paxson,1988-89 Chicago Bulls,PG / SG,75,"6'2""",74,185,"6'5""",77,79.0,39.0,81.0,76.0,54.0,33.0,90.0,67,86,80,75,85,79,44,25,82,60,25,29,25,25,82,85,84,82,71,78,91,87,74,88,56,59,30,65,68,35,54,65,61,37,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
sam-vincent-1988-89-chicago-bulls,Sam Vincent,1988-89 Chicago Bulls,PG / SG,73,"6'2""",74,185,"6'5""",77,74.0,45.0,79.0,73.0,50.0,43.0,84.0,82,82,84,65,64,66,61,25,82,84,25,29,25,25,79,82,80,73,79,75,79,78,77,87,35,82,35,45,69,28,54,60,61,50,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
dave-corzine-1988-89-chicago-bulls,Dave Corzine,1988-89 Chicago Bulls,C / PF,72,"6'11""",83,250,"7'3""",87,69.0,57.0,41.0,50.0,58.0,80.0,95.0,77,73,65,70,80,51,56,40,70,33,69,65,70,50,28,55,58,38,25,25,48,85,25,70,70,30,57,70,70,70,54,25,58,81,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
charles-davis-1988-89-chicago-bulls,Charles Davis,1988-89 Chicago Bulls,PF / SF,70,"6'7""",79,215,"6'10""",82,71.0,55.0,41.0,61.0,59.0,66.0,80.0,70,73,74,65,85,56,79,60,62,64,50,51,25,45,52,45,50,34,25,45,60,79,47,70,66,58,40,70,70,64,68,45,58,60,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
brad-sellers-1988-89-chicago-bulls,Brad Sellers,1988-89 Chicago Bulls,SF / PF,70,"7'0""",84,210,"7'4""",88,68.0,55.0,41.0,62.0,59.0,51.0,98.0,73,85,65,60,57,66,53,52,70,48,42,50,48,77,38,50,48,34,36,65,65,80,51,70,45,60,63,60,62,64,52,56,58,47,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
will-perdue-1988-89-chicago-bulls,Will Perdue,1988-89 Chicago Bulls,C / PF,68,"7'0""",84,240,"7'4""",88,53.0,52.0,35.0,52.0,57.0,78.0,98.0,48,57,35,55,95,25,61,45,50,25,55,40,61,75,25,48,42,35,25,25,65,77,25,60,73,36,58,65,69,66,56,25,58,80,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1988-89 Chicago Bulls,Chicago Bulls,1988-89,'89
michael-jordan-1995-96-chicago-bulls,Michael Jordan,1995-96 Chicago Bulls,SG / SF,99,"6'6""",78,195,"6'11""",83,93.0,85.0,86.0,92.0,87.0,58.0,99.0,97,83,99,98,98,84,84,95,98,97,98,97,40,70,88,92,94,70,84,98,98,99,85,99,71,96,50,98,99,79,99,98,86,63,52,HOF,HOF,Gold,Gold,HOF,Gold,HOF,-,HOF,-,Silver,Silver,-,Silver,Gold,-,Silver,Gold,Gold,Bronze,Silver,Gold,Gold,Gold,Bronze,HOF,Gold,Silver,HOF,Gold,Gold,HOF,-,HOF,-,-,-,-,Bronze,Gold,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
scottie-pippen-1995-96-chicago-bulls,Scottie Pippen,1995-96 Chicago Bulls,SG / SF,96,"6'8""",80,210,"7'0""",84,84.0,82.0,84.0,90.0,88.0,68.0,85.0,83,67,84,95,90,87,85,91,98,88,80,80,77,55,80,89,89,79,81,98,98,87,87,98,80,84,70,98,97,79,95,98,79,69,66,Gold,Silver,-,Silver,Silver,Gold,Silver,-,Gold,-,-,-,-,-,-,-,Bronze,-,-,Bronze,-,Bronze,-,-,Silver,Gold,Gold,Gold,HOF,Gold,Gold,HOF,-,Gold,-,Bronze,Bronze,-,Gold,Gold,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
dennis-rodman-1995-96-chicago-bulls,Dennis Rodman,1995-96 Chicago Bulls,PF / SF,87,"6'7""",79,210,"7'3""",87,67.0,71.0,70.0,82.0,81.0,97.0,60.0,80,52,65,55,98,50,70,65,98,55,55,72,70,80,55,77,80,70,70,55,99,87,79,91,82,82,60,98,95,95,95,70,57,95,99,-,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,Bronze,Bronze,-,-,-,-,Gold,-,Gold,HOF,HOF,Silver,-,-,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
toni-kukoc-1995-96-chicago-bulls,Toni Kukoc,1995-96 Chicago Bulls,SF / PF,83,"6'11""",83,192,"7'2""",86,80.0,71.0,70.0,70.0,63.0,65.0,98.0,79,77,84,75,83,84,79,65,70,76,72,72,72,60,75,65,74,70,67,76,65,79,69,83,60,60,50,75,64,64,53,70,62,67,62,-,Silver,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
ron-harper-1995-96-chicago-bulls,Ron Harper,1995-96 Chicago Bulls,PG / SG,81,"6'6""",78,185,"6'10""",82,74.0,57.0,76.0,79.0,69.0,47.0,98.0,74,70,70,70,90,70,61,60,82,74,51,55,36,40,80,70,90,61,79,87,82,84,79,90,56,77,52,90,74,42,52,87,83,46,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,Silver,Silver,-,Gold,Silver,Gold,Gold,-,Gold,-,-,-,-,-,-,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
steve-kerr-1995-96-chicago-bulls,Steve Kerr,1995-96 Chicago Bulls,PG / SG,78,"6'3""",75,175,"6'6""",78,84.0,44.0,74.0,71.0,54.0,35.0,60.0,76,92,84,85,70,95,65,25,82,74,25,29,25,25,79,82,84,55,72,79,82,89,73,91,25,57,27,70,67,25,58,66,63,37,32,-,Gold,Gold,Gold,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
luc-longley-1995-96-chicago-bulls,Luc Longley,1995-96 Chicago Bulls,C / PF,75,"7'2""",86,265,"7'7""",91,67.0,61.0,39.0,52.0,67.0,71.0,90.0,77,77,61,70,90,25,56,40,70,34,72,70,74,75,27,50,50,41,25,25,55,75,25,67,86,29,78,75,79,79,77,25,55,72,70,-,-,-,-,-,-,-,Silver,-,-,-,-,Silver,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,-,-,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
randy-brown-1995-96-chicago-bulls,Randy Brown,1995-96 Chicago Bulls,PG,74,"6'2""",74,190,"6'3""",75,69.0,42.0,76.0,73.0,62.0,41.0,98.0,72,61,70,65,80,65,54,25,82,70,25,29,25,25,79,79,77,74,72,81,89,80,72,90,41,57,32,70,74,25,81,79,71,41,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,Bronze,Bronze,-,-,-,-,-,-,-,-,-,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
jason-caffey-1995-96-chicago-bulls,Jason Caffey,1995-96 Chicago Bulls,PF,71,"6'8""",80,255,"7'0""",84,64.0,55.0,40.0,66.0,54.0,64.0,98.0,77,65,55,65,95,25,51,30,70,48,67,67,67,40,35,41,60,32,32,40,79,87,40,85,65,65,51,60,62,65,62,42,38,61,67,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,Silver,-,-,1995-96 Chicago Bulls,Chicago Bulls,1995-96,'96
